elapsed_ms,kind,value,source,iso_time,session_label
256979,rr,691,saved_rr_points,2026-06-13T21:49:38Z,gate-b-300s-live-rr
257686,rr,707,saved_rr_points,2026-06-13T21:49:39Z,gate-b-300s-live-rr
258759,rr,712,saved_rr_points,2026-06-13T21:49:40Z,gate-b-300s-live-rr
259455,rr,756,saved_rr_points,2026-06-13T21:49:41Z,gate-b-300s-live-rr
260526,rr,751,saved_rr_points,2026-06-13T21:49:42Z,gate-b-300s-live-rr
260805,rr,792,saved_rr_points,2026-06-13T21:49:42Z,gate-b-300s-live-rr
261595,rr,790,saved_rr_points,2026-06-13T21:49:43Z,gate-b-300s-live-rr
262294,rr,808,saved_rr_points,2026-06-13T21:49:44Z,gate-b-300s-live-rr
263372,rr,795,saved_rr_points,2026-06-13T21:49:45Z,gate-b-300s-live-rr
264446,rr,776,saved_rr_points,2026-06-13T21:49:46Z,gate-b-300s-live-rr
265154,rr,786,saved_rr_points,2026-06-13T21:49:47Z,gate-b-300s-live-rr
266259,rr,813,saved_rr_points,2026-06-13T21:49:48Z,gate-b-300s-live-rr
266260,rr,772,saved_rr_points,2026-06-13T21:49:48Z,gate-b-300s-live-rr
266992,rr,743,saved_rr_points,2026-06-13T21:49:48Z,gate-b-300s-live-rr
268255,rr,754,saved_rr_points,2026-06-13T21:49:50Z,gate-b-300s-live-rr
268964,rr,755,saved_rr_points,2026-06-13T21:49:50Z,gate-b-300s-live-rr
270244,rr,794,saved_rr_points,2026-06-13T21:49:52Z,gate-b-300s-live-rr
270905,rr,760,saved_rr_points,2026-06-13T21:49:52Z,gate-b-300s-live-rr
271138,rr,753,saved_rr_points,2026-06-13T21:49:53Z,gate-b-300s-live-rr
271906,rr,768,saved_rr_points,2026-06-13T21:49:53Z,gate-b-300s-live-rr
272801,rr,774,saved_rr_points,2026-06-13T21:49:54Z,gate-b-300s-live-rr
273851,rr,744,saved_rr_points,2026-06-13T21:49:55Z,gate-b-300s-live-rr
275201,rr,742,saved_rr_points,2026-06-13T21:49:57Z,gate-b-300s-live-rr
276274,rr,763,saved_rr_points,2026-06-13T21:49:58Z,gate-b-300s-live-rr
276610,rr,794,saved_rr_points,2026-06-13T21:49:58Z,gate-b-300s-live-rr
277359,rr,749,saved_rr_points,2026-06-13T21:49:59Z,gate-b-300s-live-rr
278085,rr,746,saved_rr_points,2026-06-13T21:50:00Z,gate-b-300s-live-rr
278800,rr,752,saved_rr_points,2026-06-13T21:50:00Z,gate-b-300s-live-rr
279879,rr,781,saved_rr_points,2026-06-13T21:50:01Z,gate-b-300s-live-rr
280579,rr,768,saved_rr_points,2026-06-13T21:50:02Z,gate-b-300s-live-rr
280927,rr,731,saved_rr_points,2026-06-13T21:50:02Z,gate-b-300s-live-rr
281654,rr,727,saved_rr_points,2026-06-13T21:50:03Z,gate-b-300s-live-rr
282731,rr,723,saved_rr_points,2026-06-13T21:50:04Z,gate-b-300s-live-rr
283426,rr,731,saved_rr_points,2026-06-13T21:50:05Z,gate-b-300s-live-rr
283779,rr,734,saved_rr_points,2026-06-13T21:50:05Z,gate-b-300s-live-rr
284501,rr,722,saved_rr_points,2026-06-13T21:50:06Z,gate-b-300s-live-rr
285567,rr,751,saved_rr_points,2026-06-13T21:50:07Z,gate-b-300s-live-rr
286619,rr,773,saved_rr_points,2026-06-13T21:50:08Z,gate-b-300s-live-rr
287314,rr,740,saved_rr_points,2026-06-13T21:50:09Z,gate-b-300s-live-rr
288377,rr,746,saved_rr_points,2026-06-13T21:50:10Z,gate-b-300s-live-rr
288742,rr,721,saved_rr_points,2026-06-13T21:50:10Z,gate-b-300s-live-rr
289441,rr,699,saved_rr_points,2026-06-13T21:50:11Z,gate-b-300s-live-rr
290148,rr,683,saved_rr_points,2026-06-13T21:50:12Z,gate-b-300s-live-rr
291259,rr,693,saved_rr_points,2026-06-13T21:50:13Z,gate-b-300s-live-rr
292295,rr,778,saved_rr_points,2026-06-13T21:50:14Z,gate-b-300s-live-rr
292993,rr,807,saved_rr_points,2026-06-13T21:50:14Z,gate-b-300s-live-rr
293437,rr,855,saved_rr_points,2026-06-13T21:50:15Z,gate-b-300s-live-rr
294275,rr,838,saved_rr_points,2026-06-13T21:50:16Z,gate-b-300s-live-rr
295213,rr,863,saved_rr_points,2026-06-13T21:50:17Z,gate-b-300s-live-rr
296938,rr,862,saved_rr_points,2026-06-13T21:50:18Z,gate-b-300s-live-rr
296948,rr,845,saved_rr_points,2026-06-13T21:50:18Z,gate-b-300s-live-rr
298293,rr,817,saved_rr_points,2026-06-13T21:50:20Z,gate-b-300s-live-rr
299688,rr,763,saved_rr_points,2026-06-13T21:50:21Z,gate-b-300s-live-rr
299697,rr,777,saved_rr_points,2026-06-13T21:50:21Z,gate-b-300s-live-rr
